melbourne_housing
Suburb,Rooms,Type,Price,SellerG,Date,Postcode,Bathroom,Landsize,BuildingArea,Lattitude,Longtitude
Sunshine North,3,h,605000,Barry,12/11/2016,3020,1,617,,-37.7683,144.8314
Sunshine North,3,h,650000,Calder,14/05/2016,3020,1,611,,-37.7724,144.8413
Sunshine North,3,h,725000,GL,15/10/2016,3020,1,668,,-37.7661,144.84
Sunshine North,2,h,715000,Douglas,15/10/2016,3020,1,588,,-37.7674,144.8362
Sunshine North,4,h,735000,Douglas,16/04/2016,3020,2,635,201,-37.7693,144.8351
Sunshine North,3,h,635800,Douglas,16/04/2016,3020,1,602,,-37.7696,144.84
Sunshine North,3,h,432500,GL,16/07/2016,3020,1,581,,-37.7602,144.8316
Sunshine North,3,h,621000,Douglas,17/09/2016,3020,1,619,,-37.7665,144.8358
Sunshine North,3,h,580000,Barry,18/03/2017,3020,1,0,,-37.7652,144.8376
Sunshine North,3,h,680000,Barry,18/03/2017,3020,1,553,105,-37.7706,144.8422
Sunshine North,3,h,700000,Barry,18/06/2016,3020,1,538,111,-37.7704,144.8384
Sunshine North,3,h,650000,Douglas,19/11/2016,3020,1,476,,-37.769,144.8441
Sunshine North,2,h,1190000,YPA,19/11/2016,3020,1,968,141,-37.7698,144.8362
Sunshine North,3,h,591000,First,22/05/2016,3020,1,673,673,-37.7623,144.8272
Sunshine North,3,h,665000,Stockdale,22/05/2016,3020,1,707,101,-37.7676,144.8339
Sunshine North,3,h,710000,GL,22/08/2016,3020,1,610,,-37.7719,144.8414
Sunshine North,4,h,705000,Douglas,25/02/2017,3020,2,570,,-37.7749,144.8329
Sunshine North,3,h,520000,Barry,25/02/2017,3020,1,535,,-37.757,144.8313
Sunshine North,3,h,620000,Douglas,26/07/2016,3020,3,221,155,-37.7708,144.8401
Sunshine North,3,h,503000,Douglas,27/06/2016,3020,1,251,90,-37.7682,144.8335
Sunshine North,5,h,1000000,Douglas,28/05/2016,3020,2,786,295,-37.7743,144.8425
Sunshine North,3,h,650000,GL,28/08/2016,3020,1,556,,-37.7699,144.8422
Sunshine North,3,h,871000,Douglas,28/08/2016,3020,1,694,,-37.7741,144.8354
Sunshine West,3,h,496000,Barry,3/9/2016,3020,1,780,,-37.8004,144.8105
Sunshine West,3,h,488000,Barry,3/12/2016,3020,1,538,,-37.7952,144.8126
Sunshine West,3,h,560000,Barry,3/12/2016,3020,1,582,115,-37.7906,144.7929
Sunshine West,3,h,615000,Melbourne,3/12/2016,3020,2,667,152,-37.7969,144.8086
Sunshine West,3,t,450000,Douglas,4/6/2016,3020,3,344,178,-37.7967,144.8083
Sunshine West,3,h,581000,Jas,7/5/2016,3020,1,656,,-37.7939,144.8091
Sunshine West,4,h,625000,Bells,7/11/2016,3020,2,611,,-37.7917,144.8196
Sunshine West,4,h,645400,Barry,7/11/2016,3020,2,765,,-37.786,144.815
Sunshine West,3,h,680000,Douglas,7/11/2016,3020,1,726,144,-37.7905,144.8073
Sunshine West,3,h,620000,Bells,8/10/2016,3020,1,699,125,-37.7905,144.8033
Sunshine West,3,u,545000,Barry,10/12/2016,3020,2,240,131,-37.7891,144.8152
Sunshine West,5,h,621000,Barry,10/12/2016,3020,2,596,176,-37.7981,144.7936
Sunshine West,3,h,515000,Barry,10/12/2016,3020,1,620,106,-37.7968,144.8142
Sunshine West,4,h,601000,Barry,11/3/2017,3020,1,520,,-37.7942,144.8112
Sunshine West,3,h,687000,Sweeney,12/11/2016,3020,1,695,102,-37.7853,144.8114
Sunshine West,3,h,668000,Barry,12/11/2016,3020,1,697,,-37.7897,144.7964
Sunshine West,3,h,485000,hockingstuart,12/11/2016,3020,4,482,166,-37.7904,144.8133
Sunshine West,4,h,510000,Barry,13/08/2016,3020,1,672,151,-37.7871,144.8083
Sunshine West,3,h,665000,Bells,14/05/2016,3020,3,699,,-37.7872,144.7975
Sunshine West,3,h,500000,Barry,14/05/2016,3020,1,541,133,-37.7928,144.804
Sunshine West,3,h,825000,Barry,15/10/2016,3020,1,792,,-37.7913,144.802
Sunshine West,3,h,480000,Barry,16/04/2016,3020,1,696,148,-37.7836,144.7988
Sunshine West,3,h,544500,Melbourne,16/04/2016,3020,2,696,,-37.7841,144.8052
Sunshine West,4,h,621000,Barry,16/07/2016,3020,1,700,130,-37.7902,144.8102
Sunshine West,3,h,575000,Douglas,17/09/2016,3020,1,686,,-37.7901,144.8068
Sunshine West,3,h,650000,Prof.,18/03/2017,3020,1,612,,-37.7916,144.82
Sunshine West,3,h,593000,Sweeney,18/03/2017,3020,1,534,,-37.796,144.8108
Sunshine West,3,h,690000,Burnham,18/03/2017,3020,1,540,121,-37.789,144.8195
Sunshine West,3,h,625000,Bells,18/03/2017,3020,1,650,,-37.7968,144.8086
Sunshine West,3,h,660000,Douglas,18/03/2017,3020,1,700,,-37.7845,144.8131
Sunshine West,3,h,472500,Biggin,18/06/2016,3020,1,586,,-37.791,144.7925
Sunshine West,3,h,547500,Douglas,18/06/2016,3020,1,603,131,-37.7891,144.823
Sunshine West,3,h,590000,Sweeney,18/06/2016,3020,2,697,,-37.7896,144.8018
Sunshine West,1,h,280000,Jas,19/11/2016,3020,1,0,45,-37.7913,144.7889
Sunshine West,3,h,555000,Barry,22/08/2016,3020,1,836,106,-37.8003,144.8097
Sunshine West,3,h,587000,Barry,22/08/2016,3020,1,694,,-37.7892,144.8137
Sunshine West,3,h,600000,Bells,22/08/2016,3020,2,579,156,-37.7968,144.7991
Sunshine West,3,h,622500,Douglas,24/09/2016,3020,1,534,131,-37.7887,144.8231
Sunshine West,2,u,350000,Bells,24/09/2016,3020,1,235,80,-37.7847,144.8146
Sunshine West,4,h,657000,hockingstuart,25/02/2017,3020,2,651,178,-37.7914,144.7918
Sunshine West,3,h,795000,Sweeney,25/02/2017,3020,1,739,,-37.7921,144.8234
Sunshine West,3,h,682000,Barry,26/07/2016,3020,1,694,155,-37.7894,144.8027
Sunshine West,3,h,520000,Barry,27/06/2016,3020,1,691,170,-37.7886,144.8138
Sunshine West,3,h,470000,Homes,27/06/2016,3020,1,591,103,-37.7987,144.8196
Sunshine West,3,h,586000,Barry,27/06/2016,3020,1,701,120,-37.7843,144.8052
Sunshine West,3,h,305000,Jellis,27/06/2016,3020,1,367,114,-37.8018,144.8246
Sunshine West,4,h,705000,Douglas,27/11/2016,3020,2,759,198,-37.7951,144.8213
Sunshine West,3,h,486000,Barry,27/11/2016,3020,1,539,,-37.7963,144.8046
Sunshine West,4,h,645000,Barry,27/11/2016,3020,2,616,215,-37.7904,144.7999
Sunshine West,3,h,530000,Barry,27/11/2016,3020,1,623,,-37.8004,144.8138
Sunshine West,3,h,500000,Barry,27/11/2016,3020,1,627,109,-37.8023,144.8227
Sunshine West,3,t,510000,Barry,28/05/2016,3020,2,333,141,-37.7912,144.8215
Sunshine West,5,h,715000,Douglas,28/08/2016,3020,2,654,,-37.7907,144.821
Sunshine West,3,h,545000,Barry,28/08/2016,3020,1,512,,-37.7913,144.8122
Sunshine West,3,h,750500,Jas,28/08/2016,3020,2,805,181,-37.7966,144.7928
Sunshine West,3,h,451000,Douglas,30/07/2016,3020,1,655,146,-37.8022,144.8235
Surrey Hills,4,h,2440000,Marshall,3/9/2016,3127,3,596,264,-37.8154,145.0927
Surrey Hills,3,t,1110000,Fletchers,3/9/2016,3127,2,401,129,-37.8332,145.1105
Surrey Hills,4,h,2128000,Fletchers,3/9/2016,3127,3,771,312,-37.8239,145.0969
Surrey Hills,3,h,2009000,Noel,3/9/2016,3127,1,843,,-37.822,145.0897
Surrey Hills,5,h,2200000,RT,3/9/2016,3127,3,735,235,-37.8175,145.0987
Surrey Hills,3,t,1330500,Fletchers,3/12/2016,3127,2,226,,-37.8275,145.0958
Surrey Hills,3,t,1325000,Fletchers,3/12/2016,3127,2,302,,-37.8289,145.1005
Surrey Hills,3,u,930000,Fletchers,4/2/2016,3127,2,252,,-37.8344,145.1114
Surrey Hills,2,u,640000,Jellis,4/3/2017,3127,1,0,76,-37.8356,145.1029
Surrey Hills,2,u,745000,Jellis,4/3/2017,3127,1,161,,-37.8327,145.106
Surrey Hills,3,h,2100000,hockingstuart,4/6/2016,3127,2,1255,,-37.8322,145.1056
Surrey Hills,3,h,1700000,Fletchers,4/6/2016,3127,1,763,180,-37.8148,145.0965
Surrey Hills,4,h,2500000,Jellis,6/8/2016,3127,2,783,256,-37.8181,145.0913
Surrey Hills,3,h,1910000,Marshall,6/8/2016,3127,2,404,,-37.8203,145.088
Surrey Hills,2,h,1018000,RT,6/8/2016,3127,1,391,15,-37.8364,145.1099
Surrey Hills,4,h,2200000,Jellis,7/5/2016,3127,2,734,272,-37.8286,145.092
Surrey Hills,3,u,736000,Barry,7/5/2016,3127,1,195,,-37.8287,145.1022
Surrey Hills,2,u,770000,Fletchers,7/11/2016,3127,1,156,,-37.8275,145.0919
Surrey Hills,4,h,2345000,Marshall,7/11/2016,3127,2,798,,-37.8223,145.0954
Surrey Hills,4,h,2860000,Marshall,7/11/2016,3127,2,779,264,-37.8185,145.0878
Surrey Hills,4,h,1530000,Fletchers,8/10/2016,3127,2,486,,-37.8258,145.1116
Surrey Hills,4,h,1930000,Ray,8/10/2016,3127,2,867,218,-37.8346,145.1059
Surrey Hills,4,h,1812500,Marshall,8/10/2016,3127,2,715,230,-37.8325,145.1114
Surrey Hills,2,u,760000,Noel,8/10/2016,3127,1,681,80,-37.8159,145.091
Surrey Hills,4,h,1300000,Fletchers,10/9/2016,3127,2,809,198,-37.8337,145.1118
Surrey Hills,3,h,1864000,Jellis,10/9/2016,3127,2,405,,-37.8203,145.0881
Surrey Hills,3,h,2200000,Fletchers,10/9/2016,3127,2,816,,-37.8304,145.0934
Surrey Hills,3,h,1960000,Marshall,10/12/2016,3127,2,585,173,-37.8167,145.0924
Surrey Hills,2,h,680000,Noel,10/12/2016,3127,1,387,,-37.8269,145.1039
Surrey Hills,4,h,1455000,Jellis,10/12/2016,3127,2,494,,-37.8317,145.0901
Surrey Hills,5,h,2630000,Marshall,10/12/2016,3127,3,777,362,-37.8287,145.1054
Surrey Hills,3,u,880000,Fletchers,11/2/2017,3127,1,217,110,-37.8287,145.1014
Surrey Hills,5,h,1650000,hockingstuart,12/6/2016,3127,5,693,,-37.8339,145.0937
Surrey Hills,3,h,1755000,Fletchers,12/11/2016,3127,2,808,159,-37.832,145.11
Surrey Hills,4,h,1700000,Marshall,12/11/2016,3127,1,579,143,-37.8224,145.0959
Surrey Hills,2,u,805000,hockingstuart,13/08/2016,3127,1,297,,-37.8255,145.092
Surrey Hills,5,h,1975000,Marshall,13/08/2016,3127,2,641,286,-37.8354,145.1001
Surrey Hills,2,u,610000,Marshall,15/10/2016,3127,1,102,78,-37.8288,145.1048
Surrey Hills,4,h,2003000,Jellis,15/10/2016,3127,2,383,,-37.8234,145.0923
Surrey Hills,2,u,831000,Noel,15/10/2016,3127,1,982,,-37.8203,145.0955
Surrey Hills,5,h,1350000,Fletchers,16/04/2016,3127,2,677,,-37.8316,145.1049
Surrey Hills,2,u,550000,Jellis,16/04/2016,3127,1,174,,-37.8291,145.1015
Surrey Hills,4,h,1850000,Marshall,16/04/2016,3127,2,612,292,-37.8345,145.1009
Surrey Hills,4,h,2050000,Jellis,16/04/2016,3127,2,949,293,-37.8188,145.0984
Surrey Hills,5,h,2100000,Ray,16/07/2016,3127,2,1025,277,-37.8286,145.1094
Surrey Hills,3,h,1150000,Marshall,17/09/2016,3127,2,247,145,-37.836,145.1046
Surrey Hills,2,u,823000,Fletchers,17/09/2016,3127,1,165,,-37.822,145.0989
Surrey Hills,5,h,2100000,Marshall,17/09/2016,3127,4,827,,-37.8323,145.0904
Surrey Hills,2,t,770500,Jellis,17/09/2016,3127,2,88,92,-37.819,145.0888
Surrey Hills,4,h,1250000,Jellis,17/09/2016,3127,2,457,,-37.8361,145.1078
Surrey Hills,2,u,600000,Noel,17/09/2016,3127,1,101,105,-37.8263,145.0962
Surrey Hills,4,h,2060000,Fletchers,18/03/2017,3127,2,745,,-37.8299,145.1088
Surrey Hills,4,h,1750000,Jellis,18/03/2017,3127,2,817,,-37.8312,145.0928
Surrey Hills,4,h,1725000,Jellis,18/06/2016,3127,2,798,,-37.8308,145.0916
Surrey Hills,2,u,620000,Fletchers,19/11/2016,3127,1,96,,-37.8305,145.0961
Surrey Hills,2,u,562500,Jellis,19/11/2016,3127,1,0,,-37.8138,145.0879
Surrey Hills,4,h,1850000,Nelson,22/05/2016,3127,2,632,,-37.8173,145.1003
Surrey Hills,4,h,2125000,Marshall,22/05/2016,3127,2,702,239,-37.8345,145.095
Surrey Hills,2,u,656000,Fletchers,22/05/2016,3127,1,951,76,-37.8261,145.0902
Surrey Hills,4,h,1650000,Fletchers,22/05/2016,3127,1,437,,-37.8285,145.1079
Surrey Hills,5,h,1518000,Fletchers,23/04/2016,3127,2,632,231,-37.8352,145.1023
Surrey Hills,3,h,1560000,hockingstuart,24/09/2016,3127,2,335,209,-37.8165,145.0981
Surrey Hills,3,h,1185000,Ray,25/02/2017,3127,2,267,,-37.8302,145.1046
Surrey Hills,3,t,865000,Noel,25/02/2017,3127,1,217,101,-37.8275,145.1032
Surrey Hills,3,h,1135000,Jellis,25/02/2017,3127,1,414,,-37.8365,145.11
Surrey Hills,4,h,2160000,Jellis,25/02/2017,3127,3,1064,236,-37.8324,145.1018
Surrey Hills,2,u,899000,Noel,25/02/2017,3127,1,226,,-37.8327,145.1019
Surrey Hills,6,h,2000000,Jellis,26/07/2016,3127,3,650,,-37.8264,145.1029
Surrey Hills,3,h,2300000,Fletchers,27/06/2016,3127,2,735,219,-37.8182,145.096
Surrey Hills,2,u,520000,Woodards,27/06/2016,3127,1,0,,-37.8138,145.0879
Surrey Hills,5,h,2450000,Marshall,27/06/2016,3127,4,1076,,-37.8141,145.0936
Surrey Hills,2,u,600000,Noel,27/11/2016,3127,1,124,80,-37.8159,145.0902
Surrey Hills,3,h,2180000,Jellis,27/11/2016,3127,1,441,128,-37.8204,145.0887
Surrey Hills,4,h,2760000,Marshall,27/11/2016,3127,2,924,,-37.8168,145.1011
Surrey Hills,2,u,813000,Fletchers,28/01/2016,3127,1,108,,-37.8276,145.1023
Surrey Hills,3,h,1205000,Fletchers,28/01/2016,3127,1,490,,-37.8361,145.1006
Surrey Hills,3,h,1251000,Woodards,28/05/2016,3127,2,536,211,-37.8309,145.0946
Surrey Hills,6,h,1650000,Noel,28/05/2016,3127,3,713,295,-37.8328,145.104
Surrey Hills,2,h,600000,Jellis,28/05/2016,3127,1,163,,-37.8294,145.0913
Surrey Hills,4,h,1835000,Jellis,28/05/2016,3127,2,619,185,-37.8171,145.0934
Surrey Hills,2,u,778500,Noel,28/05/2016,3127,1,170,78,-37.8186,145.0892
Surrey Hills,4,h,1751000,Jellis,28/08/2016,3127,1,627,,-37.8176,145.0941
Surrey Hills,2,u,694000,Noel,28/08/2016,3127,1,0,,-37.8174,145.0893
Templestowe Lower,3,h,1150000,Ray,3/9/2016,3107,2,649,,-37.7642,145.1157
Templestowe Lower,4,h,1201000,Zahn,3/9/2016,3107,2,657,221,-37.7624,145.1175
Templestowe Lower,4,h,1165000,Barry,3/12/2016,3107,2,673,170,-37.7647,145.1246
Templestowe Lower,3,h,1098000,Philip,3/12/2016,3107,2,649,167,-37.7615,145.1154
Templestowe Lower,3,h,742500,Philip,3/12/2016,3107,1,313,128,-37.7556,145.0946
Templestowe Lower,5,h,1050000,Barry,4/3/2017,3107,3,728,,-37.7601,145.1229
Templestowe Lower,4,h,1257000,Barry,4/3/2017,3107,3,706,,-37.7597,145.1058
Templestowe Lower,3,h,1101000,Barry,4/6/2016,3107,2,643,135,-37.7602,145.1166
Templestowe Lower,3,u,641000,Jellis,4/6/2016,3107,1,349,,-37.7694,145.1082
Templestowe Lower,8,h,1150000,Barry,4/6/2016,3107,4,668,,-37.7733,145.1198
Templestowe Lower,3,h,1200000,Jellis,6/8/2016,3107,1,730,155,-37.76,145.1054
Templestowe Lower,4,h,990000,Barry,6/8/2016,3107,2,652,189,-37.7573,145.0994
Templestowe Lower,4,h,1500000,Jellis,7/5/2016,3107,2,420,255,-37.767,145.119
Templestowe Lower,3,h,1290000,Barry,7/11/2016,3107,1,900,125,-37.764,145.1097
Templestowe Lower,4,h,790000,Mason,8/10/2016,3107,2,671,180,-37.7631,145.1108
Templestowe Lower,5,h,950000,Barry,10/9/2016,3107,3,700,220,-37.7658,145.124
Templestowe Lower,4,h,1421000,Barry,10/9/2016,3107,2,650,260,-37.7694,145.1222
Templestowe Lower,3,h,1051000,Jellis,10/12/2016,3107,2,962,142,-37.7644,145.112
Templestowe Lower,3,h,1065000,Ray,10/12/2016,3107,1,664,,-37.7637,145.1117
Templestowe Lower,4,h,1120000,Barry,10/12/2016,3107,2,636,,-37.773,145.1074
Templestowe Lower,5,h,1710000,Barry,11/3/2017,3107,2,666,355,-37.7692,145.1253
Templestowe Lower,4,h,1280000,Jellis,12/11/2016,3107,2,681,158,-37.7646,145.1167
Templestowe Lower,5,h,750000,hockingstuart,12/11/2016,3107,3,800,335,-37.7696,145.1078
Templestowe Lower,4,h,1000000,hockingstuart,13/08/2016,3107,3,728,164,-37.768,145.1027
Templestowe Lower,2,t,678000,Barry,15/10/2016,3107,1,340,90,-37.7564,145.1195
Templestowe Lower,3,h,1010000,Barry,16/04/2016,3107,2,751,175,-37.77,145.1025
Templestowe Lower,4,h,1325000,Fletchers,17/09/2016,3107,3,740,,-37.7728,145.1271
Templestowe Lower,3,h,1210000,Barry,18/03/2017,3107,1,794,134,-37.7569,145.1179
Templestowe Lower,3,t,766000,Barry,18/03/2017,3107,1,226,,-37.7567,145.1209
Templestowe Lower,3,h,982000,Barry,18/06/2016,3107,2,652,,-37.7629,145.1157
Templestowe Lower,4,h,945000,Jellis,18/06/2016,3107,2,675,181,-37.764,145.1145
Templestowe Lower,3,u,725000,Barry,18/06/2016,3107,1,465,105,-37.7549,145.1185
Templestowe Lower,4,h,975000,Fletchers,19/11/2016,3107,2,953,,-37.7625,145.1256
Templestowe Lower,3,h,1211000,Philip,19/11/2016,3107,2,875,123,-37.767,145.1097
Templestowe Lower,4,h,1100000,Barry,19/11/2016,3107,2,654,199,-37.7639,145.1145
Templestowe Lower,3,h,1155000,Barry,22/05/2016,3107,1,770,,-37.77,145.1089
Templestowe Lower,4,h,920000,Barry,22/08/2016,3107,2,678,,-37.7613,145.1047
Templestowe Lower,3,h,940000,Jellis,23/04/2016,3107,1,661,,-37.7611,145.1168
Templestowe Lower,3,h,1053000,Ray,24/09/2016,3107,1,726,,-37.7656,145.1017
Templestowe Lower,3,h,1002000,Barry,24/09/2016,3107,1,799,174,-37.7698,145.1028
Templestowe Lower,3,u,755000,Barry,25/02/2017,3107,1,265,,-37.7705,145.1152
Templestowe Lower,4,h,1209000,Barry,26/07/2016,3107,2,770,160,-37.7617,145.1065
Templestowe Lower,5,h,2080000,Barry,26/07/2016,3107,4,646,360,-37.7625,145.1043
Templestowe Lower,3,h,1050000,Philip,27/06/2016,3107,1,727,,-37.7647,145.1051
Templestowe Lower,4,h,1118000,Philip,27/06/2016,3107,2,705,195,-37.7595,145.1176
Templestowe Lower,4,h,1070000,Jellis,27/06/2016,3107,2,637,,-37.7683,145.1188
Templestowe Lower,4,h,903000,Barry,27/06/2016,3107,1,618,22,-37.7564,145.1043
Templestowe Lower,3,h,1220000,Jellis,27/11/2016,3107,1,720,133,-37.7668,145.1086
Templestowe Lower,4,h,1222000,Fletchers,27/11/2016,3107,2,732,,-37.7704,145.1247
Templestowe Lower,3,h,2025000,Jellis,27/11/2016,3107,1,796,,-37.7726,145.1149
Templestowe Lower,4,h,1650000,Jellis,27/11/2016,3107,2,673,280,-37.7647,145.1186
Templestowe Lower,4,h,1182500,Barry,27/11/2016,3107,2,650,150,-37.7764,145.1216
Templestowe Lower,4,h,1020000,Barry,27/11/2016,3107,2,652,145,-37.7557,145.0957
Templestowe Lower,3,h,838000,Barry,28/05/2016,3107,2,467,180,-37.7699,145.1081
Templestowe Lower,3,h,650000,RT,28/05/2016,3107,1,327,120,-37.7709,145.1104
Templestowe Lower,4,h,870000,Barry,28/05/2016,3107,1,826,,-37.7629,145.112
Templestowe Lower,3,h,1509000,Barry,28/05/2016,3107,2,812,158,-37.7714,145.1141
Templestowe Lower,4,h,1358500,Barry,28/08/2016,3107,2,742,,-37.7701,145.1131
Thornbury,3,u,510000,Jellis,3/9/2016,3071,1,0,,-37.7591,145.0211
Thornbury,2,u,470000,Jellis,3/12/2016,3071,1,0,,-37.7561,145.0067
Thornbury,2,u,435000,Harcourts,3/12/2016,3071,1,1054,,-37.7622,144.9953
Thornbury,1,u,517500,Harcourts,3/12/2016,3071,1,0,53,-37.762,144.996
Thornbury,1,u,370000,Jellis,3/12/2016,3071,1,0,62,-37.7634,145.021
Thornbury,2,t,805000,Nelson,4/2/2016,3071,1,164,95,-37.7536,144.9825
Thornbury,4,h,1428888,Miles,4/3/2017,3071,2,470,153,-37.7601,145.0122
Thornbury,2,h,940000,Nelson,7/5/2016,3071,1,372,110,-37.7631,145.0091
Thornbury,1,u,270000,Nelson,7/11/2016,3071,1,0,33,-37.7581,144.9944
Thornbury,3,t,865000,Love,7/11/2016,3071,2,158,,-37.7586,145.0056
Thornbury,2,h,700000,McGrath,7/11/2016,3071,1,139,,-37.7536,144.9921
Thornbury,3,t,910000,Love,7/11/2016,3071,2,0,,-37.7551,145.0108
Thornbury,3,h,1135000,Nelson,8/10/2016,3071,1,294,,-37.7585,145.0042
Thornbury,1,u,260000,Fletchers,10/9/2016,3071,1,0,,-37.7574,144.9907
Thornbury,2,u,505000,McGrath,10/9/2016,3071,1,0,,-37.7608,145.0059
Thornbury,1,u,365000,McGrath,10/12/2016,3071,1,0,40,-37.7544,145.0092
Thornbury,3,h,1430000,Nelson,11/2/2017,3071,1,705,,-37.7611,145.0142
Thornbury,2,u,525500,Nelson,11/2/2017,3071,1,724,72,-37.7564,145.0026
Thornbury,3,h,1210000,Nelson,12/6/2016,3071,2,398,,-37.763,145.0198
Thornbury,2,h,944000,Barry,12/6/2016,3071,1,185,78,-37.763,145.0025
Thornbury,2,h,970000,Barry,12/6/2016,3071,1,491,,-37.7633,145.0169
Thornbury,3,h,887000,Love,12/11/2016,3071,2,540,129,-37.7554,145.0211
Thornbury,1,u,277500,hockingstuart,12/11/2016,3071,1,0,,-37.7542,145.0098
Thornbury,3,h,701000,Stockdale,13/08/2016,3071,3,273,71,-37.7583,145.0174
Thornbury,2,h,740000,Harcourts,14/05/2016,3071,1,467,,-37.7606,145.0241
Thornbury,2,h,1110000,Barry,14/05/2016,3071,1,288,105,-37.7564,144.9971
Thornbury,4,h,795000,Love,14/05/2016,3071,2,402,,-37.7584,145.0214
Thornbury,1,u,332000,Harcourts,14/05/2016,3071,1,612,48,-37.7603,145.0165
Thornbury,3,h,1265000,Jellis,15/10/2016,3071,2,397,97,-37.7515,144.9857
Thornbury,2,h,1085000,Nelson,15/10/2016,3071,1,303,102,-37.7569,144.9914
Thornbury,3,h,898000,hockingstuart,16/04/2016,3071,2,210,108,-37.7551,144.9993
Thornbury,3,h,1235000,Jellis,16/04/2016,3071,3,288,133,-37.7583,145.0025
Thornbury,3,t,910500,hockingstuart,16/04/2016,3071,2,157,144,-37.759,144.988
Thornbury,3,h,995000,Jellis,16/04/2016,3071,1,327,96,-37.7574,144.9854
Thornbury,2,h,760000,Nelson,16/04/2016,3071,1,0,75,-37.7595,145.0061
Thornbury,2,u,505000,Jellis,16/04/2016,3071,1,0,80,-37.7591,145.0211
Thornbury,3,h,1400000,Jellis,17/09/2016,3071,2,417,159,-37.7595,145.0017
Thornbury,3,h,1200000,Nelson,17/09/2016,3071,2,430,,-37.752,144.9852
Thornbury,3,h,920000,Nelson,17/09/2016,3071,1,410,,-37.7604,144.9877
Thornbury,3,h,1110000,Nelson,17/09/2016,3071,1,562,156,-37.7602,144.9878
Thornbury,3,h,1200000,Nelson,17/09/2016,3071,2,345,345,-37.7582,145.0094
Thornbury,2,u,560000,Nelson,17/09/2016,3071,1,0,,-37.7591,145.0208
Thornbury,2,u,450000,McGrath,18/03/2017,3071,1,0,52,-37.7526,145.0023
Thornbury,3,h,1190000,McGrath,18/03/2017,3071,1,0,,-37.7539,144.989
Thornbury,3,h,1020000,Nelson,18/03/2017,3071,1,366,,-37.7524,144.9912
Thornbury,3,h,1245000,hockingstuart,18/03/2017,3071,1,409,,-37.7633,145.0087
Thornbury,2,u,350000,Brace,18/06/2016,3071,1,0,,-37.7542,145.01
Thornbury,2,u,571750,hockingstuart,18/06/2016,3071,1,0,,-37.7588,145.0179
Thornbury,2,h,874000,Love,19/11/2016,3071,1,333,2,-37.7642,145.0192
Thornbury,3,h,1427000,Nelson,19/11/2016,3071,1,275,127,-37.7592,145.0105
Thornbury,1,u,295000,LITTLE,19/11/2016,3071,1,0,,-37.7557,144.9993
Thornbury,1,u,383000,Love,19/11/2016,3071,1,0,44,-37.7539,145.0075
Thornbury,2,h,1164000,Jellis,19/11/2016,3071,2,206,,-37.7576,145.0032
Thornbury,1,u,315000,Harcourts,19/11/2016,3071,1,0,,-37.7566,144.9893
Thornbury,1,u,245000,Love,22/05/2016,3071,1,0,,-37.7581,144.9944
Thornbury,3,h,1290000,Barry,22/05/2016,3071,1,435,138,-37.7607,145.0105
Thornbury,2,u,605000,Barry,22/05/2016,3071,1,133,83,-37.7641,145.0104
Thornbury,2,u,450000,Nelson,22/08/2016,3071,1,335,59,-37.7516,144.9871
Thornbury,2,h,900000,Nelson,22/08/2016,3071,1,497,,-37.7585,145.0226
Thornbury,3,h,1620000,Nelson,22/08/2016,3071,2,477,,-37.7612,145.0045
Thornbury,2,u,438000,Love,22/08/2016,3071,1,0,66,-37.7541,145.0088
Thornbury,2,h,1143000,Ray,22/08/2016,3071,1,431,,-37.7598,145.0088
Thornbury,2,h,925000,Holland,24/09/2016,3071,1,258,157,-37.7584,144.9971
Thornbury,3,h,1250000,Nelson,24/09/2016,3071,2,297,234,-37.7617,145.0117
Thornbury,3,t,1070000,Jellis,24/09/2016,3071,2,158,140,-37.7588,144.9881
Thornbury,2,u,371000,Brace,24/09/2016,3071,1,0,,-37.7542,145.01
Thornbury,3,h,1570000,McGrath,24/09/2016,3071,2,377,377,-37.7578,145.0076
Thornbury,2,u,486000,Nelson,24/09/2016,3071,1,0,66,-37.761,145.0055
Thornbury,3,t,1100000,Jellis,25/02/2017,3071,2,7330,,-37.7614,145.0118
Thornbury,2,h,1211000,hockingstuart,25/02/2017,3071,1,302,97,-37.7549,145.0035
Thornbury,2,u,466000,Woodards,25/02/2017,3071,1,909,,-37.7633,145.0103
Thornbury,3,h,1280000,Jellis,25/02/2017,3071,1,253,130,-37.7566,144.9965
Thornbury,4,h,1478000,Jellis,25/02/2017,3071,2,387,152,-37.7569,145.0041
Thornbury,3,h,1280000,McGrath,25/02/2017,3071,2,349,,-37.7584,145.0115
Thornbury,3,h,1913000,McGrath,25/02/2017,3071,2,611,212,-37.7575,144.9968
Thornbury,3,h,1272000,Jellis,26/07/2016,3071,1,297,,-37.7609,145.0016
Thornbury,2,h,972000,Jellis,26/07/2016,3071,1,229,,-37.7611,145.0009
Thornbury,4,h,928500,Barry,26/07/2016,3071,2,538,150,-37.7595,145.0241
Thornbury,2,u,432500,Barry,27/06/2016,3071,1,748,56,-37.7587,145.0064
Thornbury,1,u,330000,Barry,27/06/2016,3071,1,0,40,-37.7544,145.0092
Thornbury,3,h,1200000,Nelson,27/06/2016,3071,2,349,,-37.7584,145.0115
Thornbury,2,u,510000,hockingstuart,27/06/2016,3071,1,0,,-37.7634,145.021
Thornbury,3,h,1370000,Jellis,27/11/2016,3071,2,417,153,-37.7602,145.0084
